EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-21.780,-18.582,-23.205,-14.518,-11.003,-36.739,-22.987,-7.994,-0.025,0.971,-0.069,-1.221,1.251,0.366,100.000,118324.000,1.000
-13.102,-9.117,-11.669,-5.038,-2.543,-29.105,-15.960,0.018,-0.027,0.969,-0.070,-1.282,1.221,0.458,100.000,118325.000,1.000
-6.613,-2.606,-5.007,0.832,2.625,-23.384,-11.898,5.118,-0.026,0.968,-0.072,-1.373,1.190,0.488,100.000,118326.000,1.000
-6.179,-0.147,-5.094,0.668,2.657,-21.440,-13.601,3.994,-0.025,0.966,-0.072,-1.343,1.160,0.549,100.000,118327.000,1.000
-8.418,2.036,-6.298,-0.563,2.420,-19.354,-15.793,2.405,-0.024,0.967,-0.070,-1.404,1.068,0.488,100.000,118328.000,1.000
-10.291,4.423,-6.733,-0.310,4.600,-16.425,-15.178,4.562,-0.025,0.968,-0.074,-1.343,1.038,0.458,100.000,118329.000,1.000
-9.756,7.068,-4.193,1.888,8.315,-12.948,-12.766,8.436,-0.026,0.967,-0.073,-1.312,1.007,0.519,100.000,118330.000,1.000
-10.586,6.658,-4.059,1.800,9.054,-13.143,-13.726,7.676,-0.025,0.966,-0.073,-1.282,1.038,0.580,100.000,118331.000,1.000
-11.771,4.989,-6.023,1.331,8.080,-14.253,-15.941,4.626,-0.024,0.964,-0.071,-1.251,1.099,0.549,100.000,118332.000,1.000
-10.730,3.711,-8.046,2.550,8.469,-13.128,-15.924,4.570,-0.023,0.965,-0.072,-1.221,1.129,0.671,100.000,118333.000,1.000
-10.415,0.238,-11.350,2.132,8.435,-12.964,-16.001,5.148,-0.022,0.966,-0.070,-1.190,1.160,0.580,100.000,118334.000,1.000
-10.956,-2.909,-12.433,0.638,6.498,-13.505,-17.110,3.775,-0.023,0.965,-0.070,-1.190,1.068,0.671,100.000,118335.000,1.000
-14.065,-5.756,-15.566,-3.684,1.060,-15.758,-20.727,-0.975,-0.024,0.964,-0.074,-1.251,1.129,0.732,100.000,118336.000,1.000
-17.834,-8.321,-21.533,-9.687,-4.873,-17.504,-24.230,-6.443,-0.023,0.965,-0.073,-1.190,1.099,0.732,100.000,118337.000,1.000
-20.691,-12.158,-28.435,-15.779,-9.557,-18.706,-25.876,-10.334,-0.021,0.967,-0.073,-1.129,1.068,0.763,100.000,118338.000,1.000
-25.583,-19.269,-35.529,-22.445,-15.382,-22.862,-28.068,-14.151,-0.023,0.966,-0.074,-1.099,1.129,0.732,100.000,118339.000,1.000
-29.223,-23.311,-36.381,-25.549,-19.363,-25.997,-28.939,-16.363,-0.023,0.967,-0.073,-1.007,1.160,0.671,100.000,118340.000,1.000
-29.596,-22.037,-33.681,-25.610,-18.733,-26.046,-27.002,-16.268,-0.024,0.966,-0.072,-1.038,1.160,0.641,100.000,118341.000,1.000
-25.974,-16.896,-29.489,-22.977,-13.924,-22.600,-21.799,-14.018,-0.023,0.966,-0.074,-1.007,1.129,0.732,100.000,118342.000,1.000
-20.366,-11.345,-24.596,-18.604,-9.487,-19.206,-17.375,-12.164,-0.021,0.965,-0.075,-1.068,1.282,0.824,100.000,118343.000,1.000
-17.452,-9.449,-21.740,-15.863,-8.890,-20.460,-17.778,-13.395,-0.022,0.967,-0.076,-1.068,1.343,0.763,100.000,118344.000,1.000
-16.916,-10.125,-19.293,-14.636,-9.787,-23.876,-20.257,-15.605,-0.021,0.967,-0.074,-0.977,1.343,0.702,100.000,118345.000,1.000
-20.800,-14.964,-22.017,-17.846,-13.002,-29.993,-25.224,-19.694,-0.021,0.966,-0.077,-1.099,1.465,0.763,100.000,118346.000,1.000
-24.981,-19.695,-25.995,-20.999,-15.575,-34.542,-29.498,-22.840,-0.021,0.965,-0.076,-1.190,1.373,0.824,100.000,118347.000,1.000
-22.427,-17.957,-23.617,-16.869,-12.188,-32.702,-27.720,-19.262,-0.021,0.966,-0.074,-1.007,1.526,0.763,100.000,118348.000,1.000
-16.610,-13.023,-17.974,-8.499,-5.537,-29.053,-22.156,-11.438,-0.020,0.966,-0.071,-1.160,1.648,0.824,100.000,118349.000,1.000
-13.780,-10.560,-13.700,-1.995,-0.960,-28.080,-17.880,-4.933,-0.022,0.967,-0.074,-1.129,1.648,0.793,100.000,118350.000,1.000
-18.802,-15.630,-18.110,-3.580,-2.334,-33.244,-19.932,-3.296,-0.022,0.969,-0.071,-1.099,1.678,0.702,100.000,118351.000,1.000
-26.047,-22.997,-26.821,-9.228,-6.261,-39.475,-25.169,-3.444,-0.021,0.969,-0.072,-1.129,1.770,0.580,100.000,118352.000,1.000
-27.229,-24.097,-29.960,-11.271,-7.310,-39.800,-27.369,-1.547,-0.023,0.969,-0.072,-1.160,1.892,0.610,100.000,118353.000,1.000
-23.381,-18.323,-25.191,-8.533,-3.814,-33.090,-24.229,2.679,-0.022,0.967,-0.074,-1.251,1.923,0.580,100.000,118354.000,1.000
-18.100,-8.783,-15.747,-2.889,3.779,-20.822,-16.819,9.290,-0.024,0.968,-0.073,-1.221,1.923,0.549,100.000,118355.000,1.000
-17.110,-3.055,-14.275,-2.063,9.066,-12.616,-13.212,13.717,-0.023,0.968,-0.073,-1.282,1.923,0.458,100.000,118356.000,1.000
-17.961,-0.580,-18.726,-4.962,10.299,-10.390,-13.612,15.648,-0.022,0.967,-0.072,-1.312,1.923,0.488,100.000,118357.000,1.000
-15.432,2.843,-18.535,-4.582,11.325,-8.075,-11.489,18.556,-0.024,0.967,-0.072,-1.343,1.953,0.519,100.000,118358.000,1.000
-12.068,4.988,-14.663,-1.197,13.479,-4.149,-6.455,21.401,-0.024,0.966,-0.069,-1.312,1.984,0.580,100.000,118359.000,1.000
-8.856,6.750,-9.817,3.227,17.456,2.061,0.052,24.397,-0.025,0.967,-0.071,-1.343,2.075,0.610,100.000,118360.000,1.000
-7.166,8.643,-8.244,4.810,20.897,7.214,5.516,27.186,-0.024,0.966,-0.072,-1.373,2.106,0.488,100.000,118361.000,1.000
-5.405,11.456,-6.866,4.517,22.956,10.694,9.305,28.395,-0.024,0.967,-0.073,-1.373,1.984,0.519,100.000,118362.000,1.000
-3.236,13.025,-4.738,2.634,22.500,11.847,8.306,24.184,-0.026,0.968,-0.072,-1.434,1.984,0.519,100.000,118363.000,1.000
-3.203,10.529,-5.611,-2.438,18.188,9.252,1.101,13.511,-0.025,0.968,-0.074,-1.343,1.801,0.458,100.000,118364.000,1.000
-1.693,9.271,-5.134,-5.281,14.310,7.511,-4.048,5.114,-0.025,0.967,-0.075,-1.373,1.862,0.488,100.000,118365.000,1.000
0.310,9.264,-5.098,-5.656,11.669,5.599,-4.271,2.601,-0.026,0.967,-0.073,-1.312,1.862,0.580,100.000,118366.000,1.000
2.102,8.918,-4.578,-4.371,10.380,3.869,-1.695,3.259,-0.025,0.966,-0.073,-1.160,1.740,0.519,100.000,118367.000,1.000
4.920,9.216,-0.830,-2.058,10.443,4.053,0.807,3.821,-0.027,0.967,-0.070,-1.160,1.831,0.519,100.000,118368.000,1.000
5.029,8.718,2.324,-2.181,7.979,2.603,-0.014,0.772,-0.028,0.968,-0.072,-1.221,1.801,0.549,100.000,118369.000,1.000
1.841,6.736,3.474,-3.473,2.992,-1.154,-2.770,-4.293,-0.027,0.968,-0.073,-1.221,1.770,0.580,100.000,118370.000,1.000
-3.743,0.950,-0.856,-5.991,-2.179,-7.758,-6.579,-8.619,-0.028,0.964,-0.074,-1.251,1.709,0.580,100.000,118371.000,1.000
-6.796,-4.161,-5.195,-7.083,-4.442,-13.083,-8.061,-9.501,-0.028,0.966,-0.073,-1.160,1.678,0.549,100.000,118372.000,1.000
-5.470,-4.852,-4.776,-6.029,-5.007,-15.060,-6.390,-8.252,-0.027,0.968,-0.073,-1.160,1.617,0.519,100.000,118373.000,1.000
-4.975,-6.664,-5.341,-7.799,-8.527,-18.204,-6.524,-10.079,-0.028,0.966,-0.072,-1.160,1.434,0.488,100.000,118374.000,1.000
-5.521,-10.797,-7.637,-11.765,-14.070,-22.209,-9.233,-15.125,-0.028,0.964,-0.077,-1.251,1.404,0.580,100.000,118375.000,1.000
-7.642,-15.091,-11.548,-15.953,-19.151,-26.069,-12.948,-20.916,-0.029,0.965,-0.075,-1.190,1.404,0.641,100.000,118376.000,1.000
-10.204,-16.282,-12.855,-16.584,-20.481,-26.811,-13.822,-22.353,-0.029,0.966,-0.073,-1.160,1.251,0.641,100.000,118377.000,1.000
-12.533,-16.342,-12.915,-14.763,-19.048,-25.969,-13.157,-18.938,-0.029,0.965,-0.072,-1.129,1.343,0.610,100.000,118378.000,1.000
-15.334,-17.632,-16.570,-14.592,-17.910,-27.090,-14.907,-15.770,-0.026,0.966,-0.071,-1.129,1.251,0.580,100.000,118379.000,1.000
-13.101,-13.215,-16.416,-11.460,-13.559,-24.445,-14.355,-11.815,-0.026,0.968,-0.073,-1.190,1.251,0.702,100.000,118380.000,1.000
-7.859,-5.088,-12.796,-5.784,-7.149,-19.120,-11.081,-7.244,-0.025,0.967,-0.071,-1.190,1.160,0.641,100.000,118381.000,1.000
-4.689,-0.804,-10.244,-1.454,-3.075,-16.107,-9.646,-4.694,-0.025,0.965,-0.073,-1.251,1.038,0.732,100.000,118382.000,1.000
-3.330,-0.902,-9.902,-0.211,-2.098,-15.843,-12.142,-4.516,-0.027,0.964,-0.073,-1.251,1.099,0.641,100.000,118383.000,1.000
-1.998,-0.292,-10.074,-0.779,-1.877,-15.235,-16.067,-4.710,-0.028,0.965,-0.076,-1.221,1.007,0.488,100.000,118384.000,1.000
1.671,5.234,-6.149,1.938,0.879,-10.018,-16.941,-2.144,-0.028,0.963,-0.073,-1.160,1.038,0.671,100.000,118385.000,1.000
3.557,8.958,-3.937,5.033,3.254,-5.232,-17.533,0.914,-0.026,0.963,-0.072,-1.160,1.068,0.732,100.000,118386.000,1.000
3.116,8.697,-3.733,6.646,4.207,-2.961,-18.211,3.909,-0.023,0.966,-0.073,-1.099,1.038,0.702,100.000,118387.000,1.000
2.097,8.482,-2.541,7.344,5.113,-1.348,-17.128,7.352,-0.024,0.964,-0.074,-0.977,1.160,0.671,100.000,118388.000,1.000
-1.080,8.823,-1.733,6.567,6.064,0.186,-14.102,9.938,-0.024,0.965,-0.073,-1.068,1.190,0.641,100.000,118389.000,1.000
-1.892,11.993,3.194,8.578,10.190,6.301,-5.730,14.747,-0.024,0.966,-0.072,-1.068,1.160,0.671,100.000,118390.000,1.000
0.448,15.743,9.411,11.360,15.343,14.008,4.317,19.998,-0.023,0.966,-0.070,-1.190,1.129,0.671,100.000,118391.000,1.000
3.238,17.497,13.700,11.619,17.120,18.051,9.472,20.956,-0.024,0.964,-0.073,-1.099,1.099,0.763,100.000,118392.000,1.000
4.398,16.137,14.733,9.382,14.907,16.628,8.125,17.278,-0.023,0.966,-0.074,-1.160,1.282,0.732,100.000,118393.000,1.000
3.528,11.778,12.097,6.579,11.921,11.512,4.523,12.688,-0.024,0.967,-0.074,-1.099,1.312,0.732,100.000,118394.000,1.000
5.417,10.360,12.932,8.412,13.845,10.055,5.760,13.079,-0.024,0.967,-0.072,-1.160,1.312,0.641,100.000,118395.000,1.000
7.800,11.798,15.825,11.607,18.262,11.481,8.973,15.805,-0.024,0.966,-0.071,-1.129,1.343,0.641,100.000,118396.000,1.000
6.882,13.276,17.609,11.657,19.189,11.859,8.520,14.178,-0.025,0.966,-0.071,-1.129,1.404,0.732,100.000,118397.000,1.000
1.938,11.440,14.872,6.870,13.554,7.793,2.606,6.101,-0.025,0.967,-0.071,-1.190,1.526,0.671,100.000,118398.000,1.000
-5.845,4.174,5.595,-1.951,3.329,-1.824,-6.799,-4.686,-0.023,0.967,-0.072,-1.160,1.617,0.671,100.000,118399.000,1.000
-9.162,-1.928,-1.299,-7.943,-4.996,-10.288,-14.477,-12.404,-0.023,0.968,-0.075,-1.190,1.648,0.671,100.000,118400.000,1.000
-8.374,-5.261,-4.728,-10.865,-11.477,-16.571,-21.193,-18.846,-0.023,0.966,-0.073,-1.160,1.587,0.671,100.000,118401.000,1.000
-8.341,-7.509,-7.448,-12.162,-17.196,-21.498,-26.208,-24.163,-0.024,0.966,-0.072,-1.099,1.556,0.763,100.000,118402.000,1.000
-10.556,-8.892,-11.524,-12.242,-20.304,-24.879,-26.864,-24.548,-0.025,0.966,-0.072,-1.282,1.587,0.824,100.000,118403.000,1.000
-13.573,-10.254,-16.366,-12.206,-20.118,-27.435,-24.699,-20.811,-0.022,0.964,-0.071,-1.221,1.648,0.793,100.000,118404.000,1.000
-14.384,-11.172,-16.085,-10.523,-17.679,-27.966,-22.110,-16.143,-0.024,0.966,-0.072,-1.221,1.648,0.824,100.000,118405.000,1.000
-17.830,-14.794,-16.270,-10.513,-17.716,-29.658,-21.978,-13.693,-0.026,0.966,-0.072,-1.129,1.770,0.732,100.000,118406.000,1.000
-23.438,-17.949,-18.701,-11.337,-18.303,-29.951,-20.112,-10.128,-0.025,0.966,-0.070,-1.099,1.770,0.793,100.000,118407.000,1.000
-25.185,-16.290,-19.941,-10.846,-14.923,-25.689,-14.113,-3.688,-0.023,0.964,-0.071,-1.129,1.740,0.763,100.000,118408.000,1.000
-23.754,-13.276,-20.293,-10.665,-9.782,-20.664,-9.185,0.810,-0.024,0.964,-0.073,-1.007,1.740,0.763,100.000,118409.000,1.000
-20.020,-9.580,-16.039,-7.729,-4.849,-14.483,-5.905,3.990,-0.023,0.966,-0.074,-0.977,1.862,0.732,100.000,118410.000,1.000
-15.984,-5.449,-9.281,-2.731,-0.574,-6.752,-2.338,8.223,-0.025,0.968,-0.073,-1.007,1.831,0.732,100.000,118411.000,1.000
-11.159,-0.396,-1.857,2.698,5.605,3.063,4.193,14.602,-0.025,0.968,-0.072,-0.916,1.801,0.732,100.000,118412.000,1.000
-7.635,2.310,1.085,5.637,11.809,9.857,9.919,20.358,-0.025,0.967,-0.073,-0.854,1.831,0.763,100.000,118413.000,1.000
-9.162,-0.470,-4.754,3.782,12.787,8.419,8.907,21.068,-0.025,0.964,-0.069,-1.007,1.801,0.732,100.000,118414.000,1.000
-8.596,-0.829,-8.133,3.676,12.180,7.530,6.888,19.632,-0.023,0.965,-0.073,-0.916,1.923,0.763,100.000,118415.000,1.000
-3.736,3.379,-5.522,5.773,12.485,11.004,7.435,16.805,-0.021,0.966,-0.071,-0.916,1.923,0.763,100.000,118416.000,1.000
0.632,7.048,-1.391,7.054,12.158,14.398,7.541,11.330,-0.020,0.967,-0.072,-0.946,2.045,0.854,100.000,118417.000,1.000
2.586,7.272,0.563,7.514,11.056,14.817,5.011,6.099,-0.019,0.967,-0.073,-0.946,1.923,0.946,100.000,118418.000,1.000
4.914,7.547,1.951,8.860,11.671,15.565,3.000,5.608,-0.021,0.965,-0.072,-0.916,2.197,1.038,100.000,118419.000,1.000
12.056,14.210,9.443,13.516,16.317,22.223,6.542,11.521,-0.023,0.963,-0.075,-0.946,2.258,1.129,100.000,118420.000,1.000
16.857,19.873,14.630,14.744,18.679,26.523,9.324,15.050,-0.024,0.961,-0.073,-0.854,2.289,1.160,100.000,118421.000,1.000
13.328,16.299,11.196,9.417,14.117,20.834,4.891,8.678,-0.026,0.961,-0.073,-0.885,2.167,1.068,100.000,118422.000,1.000
5.440,6.335,3.612,2.046,5.584,8.834,-3.652,-3.525,-0.026,0.964,-0.072,-0.854,2.258,1.038,100.000,118423.000,1.000
-0.561,-1.668,-2.378,-3.403,-1.544,-1.038,-8.263,-12.015,-0.026,0.963,-0.071,-0.793,2.228,0.946,100.000,118424.000,1.000
-0.799,-2.113,-2.420,-4.778,-4.288,-3.284,-5.019,-12.790,-0.025,0.964,-0.073,-0.854,2.258,1.007,100.000,118425.000,1.000
-1.400,-2.986,-3.484,-6.885,-7.320,-5.413,-2.248,-13.783,-0.025,0.963,-0.072,-0.793,2.350,0.885,100.000,118426.000,1.000
-2.384,-6.769,-5.092,-7.939,-9.622,-9.831,-2.537,-16.766,-0.022,0.966,-0.074,-0.793,2.289,0.946,100.000,118427.000,1.000
1.311,-7.766,-3.850,-4.730,-7.410,-13.183,-2.397,-16.588,-0.022,0.967,-0.076,-0.671,2.258,0.946,100.000,118428.000,1.000
5.060,-7.921,-5.010,-2.524,-5.631,-17.403,-4.465,-15.787,-0.026,0.968,-0.076,-0.610,2.319,0.885,100.000,118429.000,1.000
6.453,-8.408,-6.754,-1.377,-6.588,-21.046,-8.985,-16.975,-0.027,0.971,-0.076,-0.580,2.197,0.671,100.000,118430.000,1.000
7.740,-7.130,-6.753,1.021,-7.206,-23.601,-13.056,-18.161,-0.028,0.973,-0.076,-0.793,2.075,0.671,100.000,118431.000,1.000
12.895,-1.651,-2.394,6.625,-4.424,-24.527,-12.909,-15.063,-0.031,0.972,-0.076,-0.824,2.045,0.488,100.000,118432.000,1.000
19.092,2.767,3.315,12.266,-2.004,-25.686,-10.592,-9.450,-0.029,0.975,-0.077,-0.946,1.984,0.458,100.000,118433.000,1.000
20.565,1.594,5.646,14.254,-3.768,-28.358,-9.980,-7.065,-0.029,0.975,-0.074,-1.129,1.862,0.366,100.000,118434.000,1.000
20.939,2.074,8.293,16.347,-5.077,-27.380,-8.519,-7.362,-0.027,0.972,-0.075,-1.312,1.770,0.244,100.000,118435.000,1.000
19.388,3.158,6.154,15.345,-5.797,-26.006,-8.008,-10.272,-0.026,0.974,-0.072,-1.404,1.709,0.305,100.000,118436.000,1.000
15.977,1.281,0.104,10.544,-6.849,-26.016,-8.609,-13.238,-0.025,0.973,-0.075,-1.526,1.709,0.305,100.000,118437.000,1.000
15.707,0.614,-1.338,7.967,-5.626,-22.855,-7.063,-12.231,-0.026,0.974,-0.074,-1.495,1.587,0.397,100.000,118438.000,1.000
17.538,3.240,2.153,8.774,-2.764,-16.255,-5.135,-10.604,-0.024,0.970,-0.071,-1.617,1.556,0.458,100.000,118439.000,1.000
18.836,7.779,8.415,11.168,-0.564,-8.855,-5.458,-12.541,-0.024,0.969,-0.070,-1.709,1.587,0.580,100.000,118440.000,1.000
17.213,10.242,12.454,11.272,-0.649,-5.224,-8.240,-16.907,-0.024,0.968,-0.073,-1.526,1.556,0.763,100.000,118441.000,1.000
16.896,13.710,17.924,12.328,1.309,-1.085,-7.226,-16.232,-0.024,0.968,-0.073,-1.648,1.526,0.854,100.000,118442.000,1.000
19.626,19.453,25.211,15.508,5.524,5.388,-2.787,-11.693,-0.025,0.968,-0.073,-1.465,1.587,0.946,100.000,118443.000,1.000
19.992,21.489,27.595,15.652,6.241,8.249,-2.087,-12.746,-0.025,0.967,-0.072,-1.526,1.587,1.038,100.000,118444.000,1.000
20.257,21.874,29.829,16.015,6.349,11.719,-1.025,-15.823,-0.025,0.965,-0.073,-1.526,1.556,1.007,100.000,118445.000,1.000
20.259,22.532,31.427,17.409,7.886,18.279,4.176,-14.693,-0.027,0.964,-0.071,-1.434,1.495,1.190,100.000,118446.000,1.000
15.912,21.276,28.453,16.121,6.747,23.101,9.294,-13.123,-0.026,0.963,-0.070,-1.343,1.526,1.221,100.000,118447.000,1.000
5.752,14.532,19.864,8.875,-0.348,20.918,8.386,-17.612,-0.027,0.964,-0.070,-1.343,1.434,1.129,100.000,118448.000,1.000
-6.899,3.448,9.029,-1.697,-9.482,14.324,3.122,-25.282,-0.028,0.961,-0.070,-1.312,1.434,1.007,100.000,118449.000,1.000
-14.171,-3.305,4.901,-5.844,-12.342,13.221,2.584,-25.532,-0.025,0.961,-0.071,-1.251,1.434,0.946,100.000,118450.000,1.000
-18.867,-6.885,2.802,-5.761,-11.620,15.017,5.802,-19.621,-0.026,0.958,-0.074,-1.160,1.465,0.916,100.000,118451.000,1.000
-24.590,-9.833,-0.817,-6.784,-12.279,15.369,8.966,-14.276,-0.026,0.960,-0.069,-1.190,1.434,0.946,100.000,118452.000,1.000
-28.032,-9.070,-3.040,-7.285,-12.240,17.030,13.406,-9.735,-0.024,0.959,-0.073,-1.007,1.404,0.793,100.000,118453.000,1.000
-27.974,-5.488,-3.889,-5.102,-9.419,21.573,19.763,-4.991,-0.021,0.959,-0.071,-1.099,1.556,0.824,100.000,118454.000,1.000
-24.978,-1.612,-1.911,0.057,-5.104,28.134,26.653,-0.281,-0.021,0.960,-0.071,-1.068,1.587,0.793,100.000,118455.000,1.000
-24.176,-0.988,-2.011,2.467,-3.984,30.368,29.562,1.950,-0.023,0.962,-0.069,-1.007,1.648,0.763,100.000,118456.000,1.000
-25.231,-1.538,-3.475,2.832,-4.506,29.124,30.600,3.530,-0.020,0.963,-0.071,-0.977,1.617,0.763,100.000,118457.000,1.000
-24.949,-1.800,-4.050,4.049,-3.690,28.262,32.602,5.987,-0.021,0.961,-0.069,-0.946,1.831,0.641,100.000,118458.000,1.000
-24.998,-3.862,-6.680,3.727,-3.661,26.363,32.626,6.187,-0.020,0.965,-0.072,-0.916,1.892,0.641,100.000,118459.000,1.000
-23.967,-4.421,-8.241,3.674,-4.192,25.224,31.579,5.309,-0.019,0.966,-0.073,-0.885,1.984,0.641,100.000,118460.000,1.000
-23.120,-4.997,-9.582,3.333,-5.696,24.189,30.461,4.662,-0.022,0.966,-0.072,-1.007,2.075,0.641,100.000,118461.000,1.000
-21.587,-6.496,-7.942,3.586,-6.742,24.916,31.329,5.603,-0.020,0.968,-0.074,-1.038,2.197,0.610,100.000,118462.000,1.000
-17.064,-5.854,-1.613,5.830,-5.132,28.852,35.146,9.489,-0.022,0.969,-0.073,-1.129,2.167,0.580,100.000,118463.000,1.000
-12.809,-4.204,3.188,7.618,-2.561,32.223,39.013,14.407,-0.025,0.970,-0.074,-1.221,2.167,0.427,100.000,118464.000,1.000
-10.322,-3.495,6.107,8.933,-1.146,34.175,41.274,18.158,-0.025,0.970,-0.073,-1.251,2.258,0.366,100.000,118465.000,1.000
-12.273,-7.029,5.382,7.057,-4.117,32.762,39.121,16.731,-0.024,0.971,-0.073,-1.312,2.228,0.366,100.000,118466.000,1.000
-16.770,-12.191,3.301,3.850,-9.046,30.552,35.175,12.060,-0.023,0.971,-0.075,-1.495,2.258,0.427,100.000,118467.000,1.000
-18.862,-14.877,2.486,3.347,-11.158,30.739,33.510,10.402,-0.024,0.972,-0.074,-1.526,2.319,0.458,100.000,118468.000,1.000
-16.897,-15.124,2.990,5.275,-9.694,32.951,34.125,13.288,-0.023,0.973,-0.074,-1.648,2.319,0.458,100.000,118469.000,1.000
-8.627,-10.870,10.017,10.839,-3.813,39.560,38.576,20.249,-0.023,0.972,-0.073,-1.740,2.350,0.519,100.000,118470.000,1.000
0.888,-5.315,18.463,16.348,2.951,46.100,44.108,26.983,-0.024,0.971,-0.072,-1.831,2.350,0.549,100.000,118471.000,1.000
7.422,-0.846,23.834,20.047,7.458,48.939,48.072,30.624,-0.024,0.972,-0.070,-1.801,2.411,0.641,100.000,118472.000,1.000
11.007,2.356,25.982,21.642,9.122,48.290,49.156,30.651,-0.028,0.972,-0.072,-1.862,2.380,0.641,100.000,118473.000,1.000
11.602,2.989,25.060,19.713,8.180,44.745,46.545,26.836,-0.031,0.972,-0.073,-1.953,2.319,0.610,100.000,118474.000,1.000
13.682,4.277,27.524,18.689,8.501,43.437,44.791,23.616,-0.031,0.970,-0.074,-2.014,2.106,0.641,100.000,118475.000,1.000
15.351,4.780,28.719,17.182,8.756,42.392,43.519,21.240,-0.030,0.968,-0.072,-2.106,2.045,0.732,100.000,118476.000,1.000
13.471,2.757,23.032,12.774,5.343,38.017,39.611,16.806,-0.029,0.969,-0.073,-2.136,2.014,0.732,100.000,118477.000,1.000
9.232,-0.743,13.176,7.179,-1.288,30.612,33.266,10.528,-0.028,0.967,-0.073,-2.106,2.014,0.732,100.000,118478.000,1.000
4.848,-3.986,6.185,3.398,-6.750,23.203,28.284,5.127,-0.031,0.968,-0.074,-2.136,1.984,0.763,100.000,118479.000,1.000
5.812,-2.319,10.047,5.734,-6.187,21.405,28.936,3.859,-0.031,0.967,-0.069,-2.075,1.801,0.763,100.000,118480.000,1.000
10.388,1.746,16.382,9.476,-3.170,21.984,31.100,4.711,-0.031,0.967,-0.070,-2.075,1.709,0.671,100.000,118481.000,1.000
15.696,6.516,19.087,11.870,0.241,23.990,33.858,8.112,-0.029,0.965,-0.070,-2.014,1.465,0.732,100.000,118482.000,1.000
20.662,11.759,20.164,14.378,5.116,28.486,38.824,14.134,-0.027,0.966,-0.071,-2.014,1.373,0.824,100.000,118483.000,1.000
21.895,12.602,19.257,15.470,8.122,30.026,41.044,16.120,-0.028,0.967,-0.071,-2.045,1.312,0.793,100.000,118484.000,1.000
20.876,9.480,19.127,16.170,8.088,27.542,38.674,13.587,-0.027,0.966,-0.071,-2.014,1.221,0.732,100.000,118485.000,1.000
17.990,4.980,17.027,15.044,6.517,22.891,34.576,11.749,-0.026,0.965,-0.070,-2.075,1.099,0.732,100.000,118486.000,1.000
16.113,3.617,14.964,14.131,7.214,21.249,33.684,13.424,-0.025,0.962,-0.072,-1.984,1.160,0.702,100.000,118487.000,1.000
17.729,5.057,15.210,15.088,9.485,22.085,33.905,14.846,-0.025,0.962,-0.072,-1.801,1.099,0.610,100.000,118488.000,1.000
20.428,4.724,14.184,15.483,9.568,20.044,31.284,14.210,-0.023,0.962,-0.074,-1.526,1.099,0.824,100.000,118489.000,1.000
26.090,7.299,16.318,18.879,11.114,20.600,32.375,18.441,-0.023,0.964,-0.075,-1.465,1.190,0.885,100.000,118490.000,1.000
31.230,13.762,21.449,24.053,15.243,27.004,38.694,26.741,-0.021,0.965,-0.076,-1.373,1.129,0.916,100.000,118491.000,1.000
30.965,19.325,27.170,26.703,19.263,36.182,44.405,32.667,-0.020,0.965,-0.072,-1.282,1.190,1.038,100.000,118492.000,1.000
26.385,19.614,29.267,24.287,21.081,41.676,44.806,34.778,-0.020,0.965,-0.072,-1.312,1.312,1.099,100.000,118493.000,1.000
21.516,14.469,24.583,17.736,20.611,40.466,41.281,35.576,-0.023,0.964,-0.074,-1.160,1.343,1.190,100.000,118494.000,1.000
21.725,11.271,21.688,14.319,21.434,40.269,40.740,38.460,-0.025,0.966,-0.073,-1.099,1.404,1.129,100.000,118495.000,1.000
22.111,10.424,20.999,12.857,21.734,42.236,41.685,39.642,-0.027,0.969,-0.072,-1.099,1.404,1.160,100.000,118496.000,1.000
18.304,9.588,19.370,9.698,18.839,43.129,40.763,36.414,-0.026,0.968,-0.073,-1.007,1.343,1.007,100.000,118497.000,1.000
12.962,8.006,15.183,4.379,13.182,40.578,38.074,31.530,-0.027,0.968,-0.072,-1.038,1.251,0.793,100.000,118498.000,1.000
8.851,5.218,8.478,-1.763,7.256,34.321,34.669,27.580,-0.026,0.969,-0.070,-0.916,1.221,0.732,100.000,118499.000,1.000
10.025,6.189,7.246,-2.605,6.689,31.308,34.286,27.730,-0.024,0.969,-0.069,-1.038,1.221,0.732,100.000,118500.000,1.000
12.212,8.797,8.520,-0.572,9.265,30.977,34.359,29.332,-0.023,0.968,-0.071,-0.977,1.282,0.641,100.000,118501.000,1.000
12.020,8.386,7.886,0.186,9.534,29.539,31.888,28.604,-0.022,0.969,-0.070,-1.007,1.221,0.549,100.000,118502.000,1.000
12.492,5.595,6.416,-0.324,6.587,26.124,27.249,25.245,-0.023,0.967,-0.069,-1.038,1.312,0.519,100.000,118503.000,1.000
14.042,2.710,4.607,-2.392,2.223,20.780,21.048,19.714,-0.021,0.966,-0.067,-1.099,1.373,0.488,100.000,118504.000,1.000
16.894,2.492,5.250,-3.492,-0.137,16.898,16.580,14.960,-0.021,0.967,-0.066,-0.916,1.343,0.549,100.000,118505.000,1.000
