EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
5.160,11.898,-1.581,9.385,10.504,6.690,8.293,24.072,-0.018,0.964,-0.080,-0.977,1.434,0.977,100.000,107650.000,1.000
7.377,16.767,3.259,13.753,13.340,12.813,12.613,28.760,-0.017,0.968,-0.080,-0.977,1.526,1.038,100.000,107651.000,1.000
7.992,18.504,5.447,14.129,13.172,15.783,12.929,28.381,-0.016,0.965,-0.078,-0.946,1.587,1.007,100.000,107652.000,1.000
7.633,16.988,5.620,12.265,10.564,15.117,9.961,22.503,-0.017,0.966,-0.078,-0.977,1.617,0.916,100.000,107653.000,1.000
11.381,19.643,11.791,15.897,11.437,18.742,9.785,18.665,-0.016,0.967,-0.080,-0.977,1.678,0.977,100.000,107654.000,1.000
12.810,21.553,14.894,18.506,11.014,20.928,8.853,15.842,-0.018,0.966,-0.079,-1.007,1.740,0.977,100.000,107655.000,1.000
8.522,15.988,7.997,13.504,3.919,13.006,2.202,9.463,-0.018,0.966,-0.080,-1.099,1.770,0.946,100.000,107656.000,1.000
4.463,5.794,-3.062,5.077,-6.290,-2.292,-8.695,-0.233,-0.018,0.967,-0.080,-1.190,1.740,0.916,100.000,107657.000,1.000
9.557,3.415,-2.142,5.330,-9.996,-9.198,-13.985,-6.452,-0.017,0.965,-0.079,-1.129,1.740,0.916,100.000,107658.000,1.000
19.864,10.887,10.738,13.813,-6.947,-3.224,-10.875,-7.872,-0.018,0.965,-0.080,-1.129,1.801,0.916,100.000,107659.000,1.000
20.111,12.237,14.097,14.707,-8.296,-1.451,-10.668,-12.928,-0.017,0.965,-0.079,-1.129,1.862,0.854,100.000,107660.000,1.000
11.996,3.277,5.025,6.687,-15.179,-10.728,-16.930,-21.309,-0.015,0.963,-0.080,-1.282,1.953,0.854,100.000,107661.000,1.000
6.745,-5.652,-4.073,-0.565,-20.360,-22.413,-23.651,-26.395,-0.014,0.965,-0.081,-1.282,1.923,0.854,100.000,107662.000,1.000
10.543,-4.089,-0.818,1.214,-18.390,-24.107,-23.093,-24.470,-0.016,0.965,-0.081,-1.312,1.892,0.854,100.000,107663.000,1.000
18.442,4.898,11.322,9.723,-12.144,-15.752,-15.963,-19.036,-0.018,0.966,-0.080,-1.190,1.953,0.946,100.000,107664.000,1.000
18.811,7.724,14.975,12.877,-10.383,-11.332,-12.075,-18.437,-0.016,0.968,-0.082,-1.190,1.953,0.824,100.000,107665.000,1.000
13.674,3.850,9.652,9.220,-13.262,-15.210,-13.328,-21.792,-0.016,0.969,-0.079,-1.251,1.923,0.916,100.000,107666.000,1.000
8.833,-1.482,2.100,3.013,-16.894,-24.403,-17.125,-24.536,-0.017,0.969,-0.079,-1.312,1.984,0.916,100.000,107667.000,1.000
6.596,-4.816,-0.419,-0.662,-18.018,-32.094,-20.274,-25.025,-0.019,0.970,-0.079,-1.312,1.892,0.946,100.000,107668.000,1.000
7.139,-5.194,4.043,-0.401,-16.332,-33.526,-21.605,-24.389,-0.019,0.968,-0.079,-1.404,2.014,0.854,100.000,107669.000,1.000
8.308,-4.950,8.278,-0.055,-14.267,-32.274,-22.439,-23.882,-0.020,0.967,-0.078,-1.465,1.953,0.916,100.000,107670.000,1.000
12.913,-0.774,12.980,3.179,-9.266,-28.500,-18.978,-18.625,-0.019,0.965,-0.079,-1.526,1.862,0.763,100.000,107671.000,1.000
17.731,5.152,16.087,8.323,-2.466,-24.857,-13.127,-8.899,-0.017,0.965,-0.081,-1.404,1.953,0.885,100.000,107672.000,1.000
18.213,7.558,17.326,12.274,2.177,-22.764,-10.283,-0.593,-0.016,0.965,-0.082,-1.465,1.953,0.916,100.000,107673.000,1.000
15.263,6.738,19.093,14.659,3.805,-19.910,-10.700,3.524,-0.015,0.967,-0.078,-1.495,2.014,0.824,100.000,107674.000,1.000
10.528,5.739,18.795,15.165,4.104,-16.847,-11.250,5.046,-0.013,0.968,-0.079,-1.343,2.014,0.946,100.000,107675.000,1.000
10.232,10.939,20.155,18.393,8.564,-10.705,-6.592,9.832,-0.013,0.966,-0.079,-1.465,2.136,1.007,100.000,107676.000,1.000
13.620,18.924,22.160,22.413,15.952,-3.109,0.741,16.959,-0.016,0.964,-0.079,-1.526,2.167,1.129,100.000,107677.000,1.000
17.516,23.869,24.994,24.836,21.960,3.658,6.955,22.693,-0.017,0.963,-0.082,-1.526,2.136,1.190,100.000,107678.000,1.000
22.285,27.041,29.493,27.223,25.737,9.381,11.668,26.811,-0.018,0.962,-0.079,-1.526,2.228,1.129,100.000,107679.000,1.000
25.416,29.352,30.618,28.279,27.202,12.062,14.145,28.623,-0.020,0.964,-0.078,-1.465,2.197,1.007,100.000,107680.000,1.000
27.296,32.241,32.021,30.287,28.890,15.535,17.979,29.876,-0.017,0.966,-0.075,-1.465,2.167,0.946,100.000,107681.000,1.000
25.686,31.254,31.886,30.864,28.832,18.247,21.850,28.969,-0.016,0.967,-0.081,-1.495,2.258,1.038,100.000,107682.000,1.000
21.193,25.367,27.093,27.795,24.889,16.398,21.585,23.892,-0.017,0.967,-0.078,-1.495,2.258,1.038,100.000,107683.000,1.000
18.157,20.625,20.562,23.952,19.173,11.461,16.787,16.886,-0.017,0.966,-0.077,-1.587,2.258,1.038,100.000,107684.000,1.000
15.875,18.071,14.786,20.653,13.273,5.820,9.818,9.551,-0.017,0.965,-0.081,-1.587,2.289,1.068,100.000,107685.000,1.000
14.371,15.970,13.468,18.483,8.312,2.664,5.165,2.797,-0.017,0.966,-0.080,-1.587,2.228,0.916,100.000,107686.000,1.000
9.964,9.129,8.907,11.409,1.070,-2.781,0.217,-5.522,-0.019,0.967,-0.079,-1.556,2.167,0.793,100.000,107687.000,1.000
4.211,0.058,0.109,0.876,-7.188,-10.841,-5.436,-13.247,-0.022,0.970,-0.078,-1.617,2.136,0.671,100.000,107688.000,1.000
2.813,-4.619,-5.009,-5.192,-12.322,-16.213,-8.393,-17.377,-0.024,0.971,-0.078,-1.648,2.045,0.519,100.000,107689.000,1.000
1.718,-8.235,-7.783,-8.082,-16.988,-20.749,-10.238,-21.358,-0.026,0.969,-0.078,-1.709,1.770,0.366,100.000,107690.000,1.000
-1.930,-12.507,-8.648,-8.931,-21.927,-24.101,-10.304,-23.974,-0.025,0.969,-0.076,-1.892,1.617,0.183,100.000,107691.000,1.000
-7.800,-16.829,-11.547,-9.504,-26.009,-26.990,-9.281,-23.463,-0.026,0.970,-0.076,-1.953,1.465,0.031,100.000,107692.000,1.000
-10.844,-18.252,-15.413,-8.834,-26.566,-28.912,-7.590,-20.329,-0.025,0.969,-0.074,-2.014,1.373,-0.031,100.000,107693.000,1.000
-9.328,-17.625,-17.224,-6.802,-24.401,-29.827,-6.090,-16.078,-0.026,0.969,-0.073,-2.167,1.221,-0.061,100.000,107694.000,1.000
-9.960,-20.456,-19.730,-7.565,-24.932,-32.734,-7.339,-13.498,-0.023,0.969,-0.074,-2.075,1.129,-0.122,100.000,107695.000,1.000
-11.083,-20.579,-17.107,-6.598,-24.771,-31.435,-6.460,-9.662,-0.023,0.969,-0.077,-2.045,1.038,-0.092,100.000,107696.000,1.000
-11.855,-16.119,-12.292,-4.005,-21.193,-25.868,-3.271,-5.083,-0.022,0.969,-0.079,-2.106,1.068,0.031,100.000,107697.000,1.000
-12.975,-13.487,-11.438,-4.166,-17.667,-23.040,-2.229,-3.129,-0.021,0.966,-0.080,-2.167,0.977,0.244,100.000,107698.000,1.000
-10.479,-12.798,-10.951,-5.485,-15.639,-22.746,-2.311,-2.143,-0.017,0.967,-0.080,-2.075,0.977,0.366,100.000,107699.000,1.000
-4.370,-9.285,-6.387,-4.754,-12.832,-18.797,0.145,-0.223,-0.016,0.967,-0.079,-2.075,1.068,0.488,100.000,107700.000,1.000
3.223,1.657,4.963,1.025,-5.920,-5.045,8.565,3.654,-0.019,0.968,-0.076,-2.075,1.160,0.610,100.000,107701.000,1.000
6.875,13.516,13.291,6.265,1.632,11.124,19.012,6.776,-0.019,0.968,-0.077,-2.106,1.099,0.793,100.000,107702.000,1.000
7.724,19.337,15.012,8.207,7.622,21.508,27.194,8.134,-0.018,0.969,-0.077,-2.045,1.099,0.916,100.000,107703.000,1.000
10.484,19.513,16.086,9.847,13.065,26.176,31.349,8.870,-0.017,0.967,-0.077,-2.075,1.160,0.977,100.000,107704.000,1.000
12.736,17.685,18.061,11.533,17.002,29.032,32.083,8.655,-0.018,0.964,-0.076,-2.106,1.160,1.068,100.000,107705.000,1.000
15.180,22.498,24.785,16.101,21.123,38.408,36.473,10.213,-0.020,0.967,-0.075,-2.136,1.160,1.038,100.000,107706.000,1.000
15.672,30.299,29.303,18.732,22.648,48.305,41.959,10.677,-0.018,0.968,-0.077,-2.106,1.038,1.038,100.000,107707.000,1.000
13.305,31.440,27.197,15.632,19.658,48.308,41.948,6.693,-0.019,0.966,-0.074,-2.228,1.099,1.007,100.000,107708.000,1.000
13.584,27.316,24.935,12.289,16.686,41.848,39.059,2.884,-0.019,0.963,-0.076,-2.167,1.160,0.977,100.000,107709.000,1.000
18.502,25.514,25.647,13.209,17.098,38.619,39.024,3.423,-0.016,0.964,-0.079,-2.106,1.343,1.007,100.000,107710.000,1.000
25.809,31.048,30.862,20.182,21.407,44.889,44.804,8.555,-0.016,0.962,-0.076,-2.075,1.343,0.977,100.000,107711.000,1.000
26.641,34.113,31.218,25.419,23.015,49.709,48.771,12.348,-0.014,0.962,-0.074,-2.075,1.465,0.946,100.000,107712.000,1.000
21.388,27.833,23.796,24.793,18.682,42.851,45.528,11.536,-0.014,0.961,-0.074,-1.984,1.556,0.916,100.000,107713.000,1.000
18.958,18.823,16.708,22.228,12.405,29.387,38.580,7.280,-0.012,0.963,-0.076,-1.953,1.526,0.763,100.000,107714.000,1.000
20.162,13.442,13.919,19.962,7.036,19.357,32.359,0.357,-0.011,0.961,-0.077,-1.831,1.617,0.671,100.000,107715.000,1.000
24.866,16.132,19.697,22.481,6.200,21.543,32.387,-3.673,-0.013,0.960,-0.077,-1.801,1.740,0.580,100.000,107716.000,1.000
27.437,19.673,24.363,24.560,6.595,27.031,34.777,-4.663,-0.015,0.960,-0.072,-1.770,1.831,0.519,100.000,107717.000,1.000
23.234,14.642,17.971,18.758,1.796,22.515,32.143,-7.885,-0.013,0.961,-0.074,-1.709,1.923,0.458,100.000,107718.000,1.000
16.755,3.777,5.526,9.238,-7.231,10.406,25.071,-13.298,-0.012,0.962,-0.078,-1.648,2.167,0.458,100.000,107719.000,1.000
13.571,-3.048,-2.021,5.387,-12.789,3.237,20.764,-14.914,-0.012,0.963,-0.077,-1.648,2.167,0.305,100.000,107720.000,1.000
16.819,2.369,4.567,12.188,-8.054,11.075,26.118,-8.005,-0.015,0.964,-0.073,-1.648,2.289,0.336,100.000,107721.000,1.000
18.063,10.450,12.718,17.396,-1.171,22.678,32.332,-2.400,-0.015,0.967,-0.073,-1.587,2.319,0.305,100.000,107722.000,1.000
13.831,11.493,12.737,13.990,0.321,25.886,31.588,-4.889,-0.017,0.968,-0.075,-1.617,2.441,0.214,100.000,107723.000,1.000
11.620,9.906,12.539,10.552,1.925,24.925,30.050,-6.936,-0.017,0.967,-0.077,-1.770,2.472,0.366,100.000,107724.000,1.000
11.261,9.090,15.808,10.634,7.319,25.055,31.880,-4.159,-0.016,0.969,-0.076,-1.740,2.472,0.488,100.000,107725.000,1.000
10.626,10.440,22.632,13.160,14.693,28.743,36.066,0.543,-0.019,0.970,-0.077,-1.801,2.563,0.458,100.000,107726.000,1.000
8.651,11.123,26.467,13.787,19.260,31.400,38.096,3.483,-0.019,0.969,-0.075,-1.709,2.594,0.488,100.000,107727.000,1.000
8.747,11.640,27.733,13.445,22.061,31.974,38.971,6.582,-0.020,0.970,-0.076,-1.831,2.502,0.549,100.000,107728.000,1.000
13.133,15.323,31.799,15.722,27.367,34.411,42.289,11.976,-0.020,0.969,-0.076,-1.892,2.472,0.549,100.000,107729.000,1.000
16.736,19.940,36.577,18.315,34.078,38.024,46.172,15.522,-0.021,0.969,-0.075,-1.953,2.441,0.641,100.000,107730.000,1.000
20.072,26.053,43.459,21.910,41.155,43.967,50.893,17.242,-0.022,0.969,-0.072,-1.923,2.380,0.732,100.000,107731.000,1.000
21.714,30.390,46.927,23.558,44.535,47.869,53.791,18.041,-0.024,0.969,-0.069,-2.014,2.289,0.702,100.000,107732.000,1.000
20.382,30.546,45.184,21.928,42.878,46.813,52.472,17.235,-0.024,0.968,-0.072,-2.075,2.258,0.732,100.000,107733.000,1.000
19.432,30.278,44.436,20.462,41.047,44.816,48.697,15.472,-0.024,0.968,-0.071,-2.014,2.106,0.854,100.000,107734.000,1.000
19.362,31.490,44.902,19.959,41.599,43.776,44.625,14.487,-0.025,0.967,-0.073,-2.014,1.953,0.824,100.000,107735.000,1.000
21.682,35.714,46.687,22.699,44.325,45.519,44.254,17.316,-0.026,0.965,-0.073,-1.892,1.892,0.854,100.000,107736.000,1.000
23.341,37.233,44.129,24.982,44.253,45.142,44.478,19.552,-0.026,0.967,-0.078,-1.923,1.770,0.916,100.000,107737.000,1.000
23.550,33.271,39.398,24.944,40.272,40.292,41.757,17.359,-0.023,0.966,-0.076,-1.862,1.709,0.946,100.000,107738.000,1.000
24.076,28.259,37.978,24.402,34.947,33.940,36.858,13.323,-0.025,0.966,-0.074,-1.709,1.617,0.977,100.000,107739.000,1.000
21.877,22.982,34.027,21.422,27.174,26.075,30.132,8.851,-0.024,0.964,-0.071,-1.617,1.556,1.007,100.000,107740.000,1.000
20.138,19.833,28.739,19.098,19.351,21.041,26.078,6.201,-0.023,0.965,-0.069,-1.495,1.465,1.038,100.000,107741.000,1.000
19.395,16.638,22.548,16.627,12.717,18.146,24.348,3.850,-0.023,0.966,-0.070,-1.526,1.404,1.068,100.000,107742.000,1.000
17.644,11.882,16.045,12.370,7.365,14.683,22.238,0.310,-0.021,0.966,-0.072,-1.465,1.343,1.038,100.000,107743.000,1.000
16.114,9.299,11.317,8.718,3.854,11.661,20.564,-2.169,-0.023,0.968,-0.073,-1.404,1.068,0.885,100.000,107744.000,1.000
14.130,8.152,6.217,5.520,-0.129,8.183,19.540,-3.714,-0.024,0.967,-0.070,-1.343,1.099,0.885,100.000,107745.000,1.000
13.085,6.600,3.849,3.455,-4.940,5.213,19.076,-5.152,-0.025,0.964,-0.072,-1.312,1.038,0.885,100.000,107746.000,1.000
10.295,0.759,1.050,-1.012,-11.227,0.461,15.095,-9.247,-0.020,0.962,-0.072,-1.343,0.946,0.946,100.000,107747.000,1.000
5.927,-6.422,-2.756,-6.211,-15.648,-2.919,10.378,-13.423,-0.018,0.963,-0.073,-1.221,0.946,0.885,100.000,107748.000,1.000
3.244,-9.302,-5.296,-8.051,-15.528,-0.592,10.744,-13.139,-0.016,0.961,-0.073,-1.129,0.946,0.824,100.000,107749.000,1.000
0.230,-11.020,-9.106,-10.309,-15.670,1.604,12.290,-11.980,-0.017,0.962,-0.072,-0.946,0.977,0.793,100.000,107750.000,1.000
0.122,-10.907,-7.168,-11.033,-15.876,2.959,12.804,-11.369,-0.016,0.962,-0.070,-0.854,0.946,0.793,100.000,107751.000,1.000
2.977,-8.625,0.232,-8.760,-13.927,4.633,11.761,-11.000,-0.013,0.962,-0.074,-0.916,1.007,0.854,100.000,107752.000,1.000
5.925,-4.009,8.620,-3.288,-8.214,9.151,11.615,-9.159,-0.014,0.961,-0.071,-0.732,1.038,0.977,100.000,107753.000,1.000
8.491,2.936,16.557,5.151,1.325,17.519,15.196,-3.447,-0.014,0.960,-0.072,-0.610,1.129,0.977,100.000,107754.000,1.000
8.473,5.860,19.062,10.852,9.390,22.167,17.863,3.157,-0.017,0.963,-0.072,-0.458,1.129,0.946,100.000,107755.000,1.000
8.829,4.803,19.030,13.404,14.138,21.336,17.093,8.946,-0.020,0.966,-0.070,-0.336,1.190,0.824,100.000,107756.000,1.000
10.238,3.349,17.892,14.105,16.200,16.678,12.999,12.433,-0.020,0.967,-0.072,-0.336,1.251,0.824,100.000,107757.000,1.000
13.351,6.368,20.558,18.155,19.590,13.823,10.619,15.094,-0.020,0.966,-0.075,-0.336,1.343,0.854,100.000,107758.000,1.000
18.775,14.757,30.014,27.999,27.162,16.828,14.036,20.053,-0.020,0.965,-0.072,-0.305,1.282,0.702,100.000,107759.000,1.000
20.601,19.670,34.806,33.476,32.866,17.457,16.298,23.216,-0.019,0.966,-0.072,-0.244,1.221,0.549,100.000,107760.000,1.000
20.393,20.095,32.767,31.865,34.418,13.065,13.703,23.458,-0.018,0.967,-0.073,-0.305,1.251,0.519,100.000,107761.000,1.000
22.343,21.340,30.396,29.911,35.674,9.620,10.839,25.293,-0.017,0.967,-0.075,-0.275,1.282,0.427,100.000,107762.000,1.000
26.850,27.301,35.158,33.921,39.677,13.253,13.790,30.691,-0.017,0.968,-0.074,-0.336,1.343,0.397,100.000,107763.000,1.000
28.803,33.468,42.551,38.828,41.692,18.968,18.410,32.668,-0.017,0.967,-0.076,-0.458,1.404,0.336,100.000,107764.000,1.000
21.850,29.293,38.727,34.033,35.041,15.166,14.569,24.081,-0.015,0.969,-0.076,-0.580,1.465,0.397,100.000,107765.000,1.000
13.062,18.001,27.994,24.426,25.217,5.221,4.990,12.069,-0.014,0.969,-0.076,-0.519,1.465,0.549,100.000,107766.000,1.000
8.515,7.760,17.488,16.445,18.042,-3.816,-3.592,4.526,-0.014,0.970,-0.075,-0.610,1.587,0.549,100.000,107767.000,1.000
8.220,3.915,12.010,12.183,14.040,-6.992,-6.545,3.283,-0.013,0.972,-0.079,-0.702,1.648,0.549,100.000,107768.000,1.000
9.108,5.405,11.747,10.529,10.860,-4.567,-4.749,6.140,-0.013,0.972,-0.077,-0.671,1.801,0.671,100.000,107769.000,1.000
5.000,3.433,7.506,5.632,4.601,-5.459,-5.733,6.821,-0.017,0.971,-0.071,-0.793,1.740,0.702,100.000,107770.000,1.000
0.011,-0.656,1.794,0.762,-0.973,-8.995,-8.838,5.261,-0.018,0.970,-0.074,-0.916,1.740,0.824,100.000,107771.000,1.000
-2.042,-2.493,-0.906,-0.580,-2.757,-10.926,-10.435,3.993,-0.017,0.969,-0.077,-1.038,1.862,0.916,100.000,107772.000,1.000
-2.428,-1.954,1.750,1.493,-2.190,-9.597,-8.685,4.986,-0.018,0.970,-0.077,-1.038,1.770,0.793,100.000,107773.000,1.000
-3.488,-2.031,6.834,4.018,-2.197,-7.460,-5.256,7.164,-0.020,0.969,-0.077,-1.099,1.801,0.763,100.000,107774.000,1.000
-7.742,-6.830,5.263,1.260,-4.939,-10.752,-5.520,5.307,-0.022,0.967,-0.077,-1.190,1.831,0.793,100.000,107775.000,1.000
-10.284,-12.170,1.003,-3.497,-6.834,-16.438,-8.626,0.959,-0.020,0.966,-0.077,-1.160,1.892,0.854,100.000,107776.000,1.000
-11.282,-16.926,-3.099,-8.113,-8.252,-21.401,-13.534,-2.936,-0.020,0.966,-0.074,-1.221,1.953,0.763,100.000,107777.000,1.000
-12.229,-19.906,-4.785,-11.168,-9.672,-22.171,-16.363,-3.857,-0.020,0.967,-0.076,-1.282,1.801,0.763,100.000,107778.000,1.000
-10.017,-16.447,-1.120,-9.920,-7.522,-15.793,-11.856,0.565,-0.020,0.966,-0.077,-1.251,1.801,0.732,100.000,107779.000,1.000
-7.504,-10.418,2.511,-7.459,-3.207,-8.829,-4.256,6.103,-0.020,0.965,-0.073,-1.282,1.740,0.641,100.000,107780.000,1.000
-8.639,-7.998,3.840,-6.268,-0.255,-6.983,-0.026,8.246,-0.021,0.965,-0.073,-1.282,1.740,0.610,100.000,107781.000,1.000
-16.035,-12.637,-1.153,-9.746,-1.323,-12.999,-2.822,5.446,-0.021,0.966,-0.074,-1.282,1.709,0.641,100.000,107782.000,1.000
-22.801,-16.644,-7.157,-13.079,-2.147,-18.669,-6.385,3.195,-0.020,0.966,-0.072,-1.221,1.709,0.702,100.000,107783.000,1.000
-22.282,-13.261,-6.911,-10.213,0.831,-15.328,-4.739,6.065,-0.020,0.963,-0.074,-1.190,1.678,0.763,100.000,107784.000,1.000
-20.953,-10.853,-8.051,-7.630,2.217,-10.225,-4.239,8.411,-0.021,0.962,-0.076,-1.190,1.648,0.641,100.000,107785.000,1.000
-20.255,-12.673,-12.580,-7.644,1.008,-8.773,-7.675,8.074,-0.021,0.965,-0.074,-1.038,1.648,0.671,100.000,107786.000,1.000
-18.838,-15.474,-18.374,-8.374,-0.286,-10.924,-11.872,7.594,-0.021,0.964,-0.077,-0.977,1.617,0.641,100.000,107787.000,1.000
-15.646,-13.243,-17.501,-5.672,2.070,-9.864,-10.449,10.385,-0.020,0.965,-0.075,-0.854,1.709,0.763,100.000,107788.000,1.000
-11.733,-5.072,-8.227,0.185,7.972,-1.861,-3.327,15.351,-0.020,0.965,-0.076,-1.007,1.648,0.702,100.000,107789.000,1.000
-13.412,-1.563,-5.989,0.197,9.440,2.223,-1.276,14.826,-0.021,0.965,-0.077,-0.977,1.587,0.732,100.000,107790.000,1.000
-16.976,-4.367,-12.855,-4.743,5.336,-1.713,-6.670,8.620,-0.021,0.965,-0.076,-0.916,1.465,0.793,100.000,107791.000,1.000
-17.644,-8.541,-20.470,-10.053,-0.171,-8.714,-14.668,0.929,-0.021,0.965,-0.078,-1.007,1.526,0.702,100.000,107792.000,1.000
-15.225,-8.575,-20.471,-12.006,-2.158,-10.277,-18.866,-3.561,-0.020,0.967,-0.073,-0.916,1.556,0.641,100.000,107793.000,1.000
-11.934,-2.511,-14.614,-10.055,0.252,-4.689,-17.408,-2.886,-0.021,0.968,-0.074,-0.977,1.495,0.580,100.000,107794.000,1.000
-12.781,2.018,-14.767,-10.500,0.076,-2.419,-17.110,-3.057,-0.020,0.968,-0.073,-1.007,1.556,0.580,100.000,107795.000,1.000
-13.503,3.255,-17.170,-11.788,-3.310,-3.916,-18.252,-5.280,-0.018,0.967,-0.075,-1.068,1.526,0.641,100.000,107796.000,1.000
-12.017,2.424,-17.636,-12.128,-6.185,-4.488,-18.112,-6.770,-0.019,0.969,-0.076,-1.160,1.526,0.702,100.000,107797.000,1.000
-11.996,-0.363,-18.003,-12.922,-7.838,-4.021,-17.466,-7.096,-0.019,0.970,-0.080,-1.160,1.465,0.763,100.000,107798.000,1.000
-14.394,-4.111,-19.568,-14.473,-9.733,-4.686,-18.353,-7.303,-0.020,0.970,-0.080,-1.221,1.495,0.732,100.000,107799.000,1.000
-17.669,-8.247,-22.605,-16.257,-11.436,-6.948,-20.227,-7.516,-0.019,0.971,-0.077,-1.282,1.678,0.702,100.000,107800.000,1.000
-17.353,-8.987,-20.824,-14.139,-9.110,-6.081,-18.705,-5.230,-0.018,0.970,-0.077,-1.373,1.495,0.793,100.000,107801.000,1.000
-18.283,-10.316,-20.136,-13.131,-7.783,-7.662,-18.660,-4.977,-0.018,0.970,-0.076,-1.404,1.526,0.793,100.000,107802.000,1.000
-23.863,-15.426,-25.261,-17.167,-12.259,-15.374,-23.281,-9.466,-0.018,0.971,-0.074,-1.556,1.465,0.732,100.000,107803.000,1.000
-28.315,-19.276,-29.739,-21.360,-17.577,-21.040,-26.032,-12.581,-0.017,0.971,-0.077,-1.617,1.526,0.824,100.000,107804.000,1.000
-29.513,-20.173,-31.611,-23.693,-19.483,-21.440,-24.928,-11.977,-0.021,0.970,-0.078,-1.648,1.526,0.885,100.000,107805.000,1.000
-26.286,-18.313,-29.620,-22.542,-17.387,-18.554,-22.519,-9.118,-0.019,0.967,-0.078,-1.678,1.587,0.916,100.000,107806.000,1.000
-22.727,-18.659,-29.664,-20.939,-15.722,-18.485,-22.741,-6.790,-0.020,0.965,-0.075,-1.709,1.648,0.854,100.000,107807.000,1.000
-21.527,-21.290,-31.389,-19.104,-15.162,-19.897,-22.945,-4.017,-0.020,0.966,-0.076,-1.801,1.648,0.885,100.000,107808.000,1.000
-21.405,-22.250,-30.010,-15.626,-13.540,-18.435,-20.621,-0.057,-0.020,0.967,-0.080,-1.770,1.617,1.038,100.000,107809.000,1.000
-24.135,-24.837,-31.147,-15.568,-13.897,-19.641,-21.059,0.895,-0.019,0.966,-0.077,-1.862,1.678,0.824,100.000,107810.000,1.000
-25.354,-27.102,-33.111,-17.103,-15.428,-23.109,-22.918,0.498,-0.019,0.967,-0.077,-1.770,1.648,0.854,100.000,107811.000,1.000
-23.692,-27.122,-34.361,-18.149,-16.229,-25.186,-23.591,0.624,-0.021,0.968,-0.079,-1.740,1.648,0.824,100.000,107812.000,1.000
-21.298,-26.128,-34.536,-18.814,-15.649,-24.521,-24.106,0.513,-0.019,0.966,-0.077,-1.678,1.862,0.824,100.000,107813.000,1.000
-18.769,-25.053,-33.749,-19.962,-14.767,-23.549,-26.511,-0.921,-0.019,0.966,-0.077,-1.740,1.831,0.793,100.000,107814.000,1.000
-17.902,-24.792,-34.642,-23.407,-15.980,-25.390,-30.359,-5.071,-0.019,0.967,-0.078,-1.740,1.862,0.702,100.000,107815.000,1.000
-14.865,-19.985,-30.270,-22.576,-15.074,-22.650,-27.374,-6.683,-0.019,0.968,-0.080,-1.831,1.831,0.793,100.000,107816.000,1.000
-11.445,-13.560,-23.976,-17.989,-12.089,-16.716,-19.516,-5.364,-0.018,0.967,-0.076,-1.831,1.862,0.824,100.000,107817.000,1.000
-11.845,-12.961,-23.323,-16.474,-12.264,-16.748,-17.531,-7.792,-0.020,0.966,-0.081,-1.709,1.984,0.793,100.000,107818.000,1.000
-13.556,-16.423,-25.675,-18.671,-15.961,-22.246,-23.050,-15.003,-0.020,0.965,-0.079,-1.678,1.984,0.793,100.000,107819.000,1.000
-14.071,-18.488,-26.552,-21.116,-19.199,-26.650,-29.003,-21.636,-0.019,0.963,-0.076,-1.678,2.014,0.824,100.000,107820.000,1.000
-11.154,-14.654,-20.980,-18.635,-18.217,-24.773,-29.029,-22.732,-0.018,0.964,-0.075,-1.526,2.106,0.824,100.000,107821.000,1.000
-9.799,-11.160,-16.584,-15.895,-17.525,-23.530,-28.156,-22.948,-0.018,0.964,-0.074,-1.495,2.106,0.885,100.000,107822.000,1.000
-10.374,-11.059,-15.794,-14.615,-17.962,-24.910,-28.621,-24.982,-0.018,0.965,-0.076,-1.434,2.136,0.885,100.000,107823.000,1.000
-6.592,-8.449,-11.913,-9.833,-14.464,-22.408,-26.640,-24.823,-0.018,0.964,-0.076,-1.434,2.014,0.946,100.000,107824.000,1.000
-3.116,-5.155,-8.820,-5.783,-9.920,-19.631,-25.350,-23.671,-0.018,0.965,-0.075,-1.282,2.106,0.854,100.000,107825.000,1.000
-5.375,-3.562,-8.292,-6.494,-7.956,-19.843,-26.397,-23.834,-0.017,0.966,-0.076,-1.221,2.136,0.946,100.000,107826.000,1.000
-12.653,-3.432,-11.716,-12.365,-8.698,-22.445,-29.195,-26.887,-0.016,0.964,-0.075,-1.160,2.228,0.946,100.000,107827.000,1.000
-16.766,-1.312,-15.321,-17.079,-8.318,-22.888,-30.862,-30.189,-0.019,0.966,-0.078,-1.129,2.197,1.068,100.000,107828.000,1.000
-12.927,3.932,-13.819,-14.917,-4.371,-18.768,-29.360,-29.137,-0.019,0.967,-0.076,-1.251,2.106,1.099,100.000,107829.000,1.000
-8.864,7.051,-11.072,-10.810,-0.626,-15.386,-28.183,-25.938,-0.018,0.970,-0.075,-1.251,2.197,1.038,100.000,107830.000,1.000
-7.870,8.916,-6.954,-7.709,2.004,-12.943,-27.585,-23.240,-0.020,0.968,-0.075,-1.221,2.167,0.977,100.000,107831.000,1.000
-10.183,8.873,-6.030,-8.255,2.852,-12.808,-28.276,-22.526,-0.018,0.967,-0.071,-1.190,2.197,0.946,100.000,107832.000,1.000
