EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-22.764,-8.266,-7.868,-9.211,4.268,-3.910,-3.227,2.025,0.000,0.993,0.096,-1.617,-0.336,-0.946,100.000,153158.000,1.000
-21.275,-6.939,-7.683,-9.105,4.147,-2.587,-2.999,2.583,0.000,0.991,0.095,-1.648,-0.336,-0.977,100.000,153159.000,1.000
-18.398,-4.206,-6.069,-8.431,4.947,-0.396,-1.492,4.029,0.001,0.993,0.097,-1.648,-0.488,-0.977,100.000,153160.000,1.000
-14.595,-0.955,-3.653,-7.415,5.740,2.070,0.377,5.478,0.001,0.995,0.096,-1.709,-0.458,-0.916,100.000,153161.000,1.000
-10.768,1.452,-1.650,-6.565,5.395,4.037,1.695,6.061,0.000,0.995,0.094,-1.617,-0.427,-0.885,100.000,153162.000,1.000
-7.769,2.265,-0.780,-6.382,3.715,4.819,2.050,5.405,0.000,0.993,0.099,-1.648,-0.366,-0.885,100.000,153163.000,1.000
-6.724,0.971,-1.829,-7.479,0.413,3.514,0.978,3.180,0.000,0.992,0.094,-1.587,-0.427,-0.793,100.000,153164.000,1.000
-8.425,-2.452,-5.220,-10.153,-4.529,-0.511,-1.858,-0.565,0.000,0.990,0.096,-1.648,-0.336,-0.671,100.000,153165.000,1.000
-12.690,-7.345,-10.416,-14.023,-10.318,-6.916,-6.248,-5.150,0.002,0.989,0.095,-1.617,-0.458,-0.641,100.000,153166.000,1.000
-18.411,-12.745,-16.235,-18.253,-15.821,-14.429,-11.495,-9.688,0.001,0.990,0.093,-1.556,-0.488,-0.671,100.000,153167.000,1.000
-23.930,-17.512,-20.970,-21.980,-19.667,-21.435,-16.587,-13.376,0.002,0.989,0.092,-1.526,-0.458,-0.732,100.000,153168.000,1.000
-27.998,-20.923,-23.580,-24.655,-21.427,-26.637,-20.585,-15.807,0.003,0.989,0.094,-1.404,-0.519,-0.763,100.000,153169.000,1.000
-29.807,-22.341,-23.570,-25.775,-21.063,-28.969,-22.448,-16.564,0.001,0.988,0.096,-1.434,-0.458,-0.732,100.000,153170.000,1.000
-29.135,-21.388,-20.984,-24.976,-18.679,-27.823,-21.413,-15.361,0.001,0.988,0.092,-1.373,-0.366,-0.610,100.000,153171.000,1.000
-26.538,-18.445,-16.875,-22.453,-15.158,-23.688,-17.789,-12.548,0.002,0.989,0.095,-1.282,-0.336,-0.732,100.000,153172.000,1.000
-22.985,-14.352,-12.590,-19.006,-11.558,-18.161,-12.960,-8.893,0.002,0.986,0.094,-1.312,-0.397,-0.610,100.000,153173.000,1.000
-19.794,-10.538,-9.672,-15.877,-9.246,-13.354,-8.965,-5.447,0.002,0.987,0.096,-1.160,-0.458,-0.641,100.000,153174.000,1.000
-17.878,-8.331,-8.914,-14.118,-8.877,-10.886,-7.409,-3.062,0.002,0.990,0.093,-1.068,-0.366,-0.519,100.000,153175.000,1.000
-17.468,-8.540,-10.193,-14.261,-10.269,-11.397,-8.832,-2.304,0.004,0.990,0.093,-1.038,-0.244,-0.580,100.000,153176.000,1.000
-18.248,-11.182,-13.048,-16.126,-13.074,-14.268,-12.494,-3.264,0.005,0.990,0.093,-1.068,-0.031,-0.610,100.000,153177.000,1.000
-19.345,-14.962,-16.294,-18.744,-16.265,-17.634,-16.419,-5.115,0.006,0.991,0.093,-0.977,-0.122,-0.519,100.000,153178.000,1.000
-20.115,-18.209,-18.889,-21.025,-18.971,-19.492,-18.586,-6.813,0.005,0.994,0.094,-1.038,-0.214,-0.519,100.000,153179.000,1.000
-20.257,-19.506,-20.116,-22.264,-20.396,-18.675,-17.812,-7.630,0.005,0.996,0.095,-1.068,-0.122,-0.488,100.000,153180.000,1.000
-19.864,-18.314,-19.790,-22.360,-20.079,-15.302,-14.251,-7.440,0.004,0.993,0.096,-1.160,-0.153,-0.488,100.000,153181.000,1.000
-19.320,-15.264,-18.479,-21.567,-18.480,-10.501,-9.231,-6.624,0.003,0.992,0.096,-1.312,-0.122,-0.519,100.000,153182.000,1.000
-18.754,-11.363,-16.519,-19.962,-16.048,-5.541,-4.224,-5.422,0.004,0.992,0.094,-1.282,-0.092,-0.519,100.000,153183.000,1.000
-18.189,-7.703,-14.216,-17.481,-13.380,-1.330,-0.289,-3.929,0.006,0.990,0.091,-1.221,-0.214,-0.458,100.000,153184.000,1.000
-17.306,-4.744,-11.567,-14.056,-10.535,1.879,2.314,-1.999,0.007,0.989,0.090,-1.312,-0.153,-0.366,100.000,153185.000,1.000
-15.753,-2.389,-8.555,-9.965,-7.197,4.291,3.909,0.480,0.006,0.988,0.091,-1.221,-0.061,-0.336,100.000,153186.000,1.000
-13.646,-0.528,-5.840,-5.940,-3.669,6.253,4.998,3.331,0.004,0.989,0.090,-1.068,0.244,-0.427,100.000,153187.000,1.000
-11.343,1.139,-3.987,-2.774,-0.388,8.139,6.166,6.274,0.006,0.990,0.093,-1.099,0.153,-0.275,100.000,153188.000,1.000
-9.362,2.740,-3.332,-1.036,1.909,10.092,7.648,8.738,0.008,0.991,0.089,-1.160,0.122,-0.305,100.000,153189.000,1.000
-7.868,4.478,-3.408,-0.709,3.121,12.066,9.391,10.341,0.006,0.991,0.086,-1.282,0.153,-0.275,100.000,153190.000,1.000
-6.897,6.314,-3.443,-1.386,3.689,13.591,10.889,10.984,0.005,0.990,0.083,-1.190,0.183,-0.366,100.000,153191.000,1.000
-6.687,7.572,-3.405,-2.573,3.625,13.804,11.142,10.577,0.003,0.990,0.086,-1.221,0.122,-0.366,100.000,153192.000,1.000
-7.125,7.707,-3.395,-3.624,3.189,12.278,9.577,9.380,0.003,0.987,0.089,-1.251,0.031,-0.397,100.000,153193.000,1.000
-7.831,6.500,-3.635,-3.986,2.568,9.438,6.586,7.971,0.002,0.988,0.089,-1.190,0.061,-0.580,100.000,153194.000,1.000
-8.220,4.443,-3.894,-3.465,2.150,6.405,3.469,7.082,0.003,0.990,0.090,-1.190,0.092,-0.519,100.000,153195.000,1.000
-7.993,2.341,-3.744,-2.565,2.044,4.139,1.365,6.897,0.003,0.992,0.090,-1.221,0.153,-0.610,100.000,153196.000,1.000
-7.409,0.629,-3.403,-2.277,1.428,2.802,0.438,6.821,0.001,0.992,0.091,-1.190,0.000,-0.824,100.000,153197.000,1.000
-6.752,-0.466,-3.135,-3.244,-0.175,1.988,0.298,6.338,0.000,0.991,0.090,-1.282,-0.092,-0.946,100.000,153198.000,1.000
-6.311,-1.143,-3.268,-5.403,-2.761,1.214,0.472,5.382,0.002,0.995,0.091,-1.312,-0.122,-1.007,100.000,153199.000,1.000
-6.042,-1.393,-3.557,-7.966,-5.380,0.526,0.884,4.480,0.001,0.995,0.092,-1.404,-0.214,-1.190,100.000,153200.000,1.000
-5.738,-0.936,-3.359,-10.074,-6.892,0.265,1.453,4.033,0.001,0.993,0.095,-1.465,-0.366,-1.343,100.000,153201.000,1.000
-5.248,0.330,-2.461,-11.320,-7.128,0.574,1.692,3.806,0.000,0.996,0.091,-1.556,-0.397,-1.373,100.000,153202.000,1.000
-4.207,2.543,-0.730,-11.569,-6.036,1.521,1.356,3.573,0.000,0.997,0.093,-1.465,-0.427,-1.373,100.000,153203.000,1.000
-2.590,5.323,1.323,-11.039,-4.009,3.024,0.514,3.165,-0.002,0.995,0.093,-1.587,-0.549,-1.434,100.000,153204.000,1.000
-0.669,8.035,3.058,-10.125,-1.483,4.880,-0.464,2.574,-0.001,0.998,0.093,-1.678,-0.641,-1.587,100.000,153205.000,1.000
1.236,10.185,4.231,-9.159,1.282,6.844,-1.015,2.046,0.001,0.996,0.096,-1.831,-0.671,-1.495,100.000,153206.000,1.000
2.910,11.533,4.764,-8.281,3.908,8.705,-0.662,1.941,0.000,0.996,0.093,-1.862,-0.671,-1.404,100.000,153207.000,1.000
4.375,12.266,4.922,-7.518,6.326,10.222,0.685,2.435,0.001,0.995,0.094,-1.862,-0.702,-1.404,100.000,153208.000,1.000
5.322,12.235,4.425,-7.112,7.835,10.841,2.229,2.933,0.002,0.996,0.094,-1.984,-0.671,-1.404,100.000,153209.000,1.000
5.434,11.320,2.947,-7.227,7.832,10.140,3.025,2.771,0.000,0.994,0.095,-1.984,-0.671,-1.373,100.000,153210.000,1.000
4.665,9.744,0.674,-7.698,6.569,8.369,2.867,1.936,0.002,0.994,0.094,-2.045,-0.793,-1.282,100.000,153211.000,1.000
3.200,7.799,-2.035,-8.061,4.673,6.480,2.454,1.048,0.001,0.993,0.095,-2.045,-0.671,-1.282,100.000,153212.000,1.000
1.523,5.850,-4.528,-7.804,3.070,5.631,2.871,1.025,0.003,0.992,0.095,-2.106,-0.702,-1.068,100.000,153213.000,1.000
-0.155,3.741,-6.727,-6.999,1.759,6.139,4.315,2.094,0.002,0.990,0.096,-2.014,-0.671,-0.977,100.000,153214.000,1.000
-1.655,1.350,-8.664,-6.171,0.445,7.339,5.971,3.749,0.002,0.991,0.097,-2.136,-0.580,-0.946,100.000,153215.000,1.000
-2.817,-1.073,-10.172,-5.819,-0.812,8.176,6.741,5.184,0.001,0.987,0.095,-2.075,-0.519,-0.885,100.000,153216.000,1.000
-3.752,-3.236,-11.356,-6.114,-1.984,8.004,6.030,5.763,0.001,0.986,0.094,-1.923,-0.610,-0.763,100.000,153217.000,1.000
-4.511,-4.674,-12.075,-6.806,-2.646,7.050,4.253,5.518,0.002,0.985,0.093,-1.831,-0.580,-0.580,100.000,153218.000,1.000
-5.144,-5.210,-12.328,-7.523,-2.848,5.935,2.294,4.801,0.000,0.984,0.094,-1.709,-0.610,-0.519,100.000,153219.000,1.000
-5.296,-4.670,-11.908,-7.714,-2.736,5.340,1.217,4.278,0.002,0.985,0.098,-1.648,-0.580,-0.549,100.000,153220.000,1.000
-4.481,-3.047,-10.593,-6.983,-2.435,5.675,1.663,4.408,0.002,0.985,0.094,-1.526,-0.458,-0.458,100.000,153221.000,1.000
-2.739,-0.894,-8.936,-5.590,-2.571,6.815,3.168,4.790,0.004,0.985,0.095,-1.434,-0.427,-0.366,100.000,153222.000,1.000
-0.505,1.258,-7.526,-4.203,-3.403,8.363,4.647,4.712,0.002,0.987,0.095,-1.282,-0.427,-0.336,100.000,153223.000,1.000
1.468,2.886,-6.872,-3.415,-5.087,9.953,5.182,3.773,0.003,0.986,0.096,-1.190,-0.427,-0.336,100.000,153224.000,1.000
2.746,3.917,-6.760,-3.161,-7.068,11.668,4.886,2.388,0.003,0.986,0.095,-1.129,-0.244,-0.305,100.000,153225.000,1.000
3.342,4.704,-6.441,-2.833,-8.224,13.885,4.703,1.361,0.004,0.987,0.095,-1.038,-0.336,-0.336,100.000,153226.000,1.000
3.477,5.622,-5.561,-1.858,-7.963,16.726,5.431,1.147,0.005,0.986,0.093,-1.129,-0.397,-0.366,100.000,153227.000,1.000
3.593,7.054,-3.935,-0.144,-6.089,19.849,7.185,1.737,0.006,0.988,0.099,-1.038,-0.366,-0.305,100.000,153228.000,1.000
3.731,8.606,-2.089,1.638,-3.555,22.458,9.105,2.418,0.002,0.989,0.096,-1.038,-0.336,-0.336,100.000,153229.000,1.000
3.780,9.508,-0.611,2.681,-1.579,23.820,10.130,2.430,0.002,0.989,0.091,-1.007,-0.336,-0.305,100.000,153230.000,1.000
3.666,9.183,0.373,2.643,-0.802,23.475,9.680,1.520,0.004,0.989,0.095,-1.068,-0.244,-0.427,100.000,153231.000,1.000
3.249,7.383,0.779,1.712,-1.492,21.302,7.820,-0.104,0.004,0.989,0.094,-1.099,-0.153,-0.397,100.000,153232.000,1.000
2.638,4.672,0.881,0.499,-3.030,17.895,5.352,-1.781,0.004,0.991,0.091,-1.068,-0.244,-0.488,100.000,153233.000,1.000
2.038,1.920,0.775,-0.345,-4.839,14.363,3.233,-2.829,0.002,0.991,0.093,-1.190,-0.061,-0.458,100.000,153234.000,1.000
1.879,0.057,0.639,-0.341,-6.352,11.787,2.257,-2.653,0.003,0.994,0.089,-1.312,0.000,-0.458,100.000,153235.000,1.000
2.245,-0.688,0.489,0.337,-7.293,10.386,2.513,-1.242,0.002,0.992,0.094,-1.251,-0.092,-0.488,100.000,153236.000,1.000
2.447,-1.158,-0.338,0.797,-8.257,9.422,3.164,0.582,0.002,0.994,0.093,-1.343,-0.092,-0.580,100.000,153237.000,1.000
1.839,-2.090,-2.084,0.249,-9.600,8.176,3.324,1.955,0.002,0.995,0.092,-1.343,-0.214,-0.793,100.000,153238.000,1.000
0.167,-3.755,-4.633,-1.498,-11.579,6.508,2.612,2.310,0.002,0.994,0.093,-1.343,-0.153,-0.763,100.000,153239.000,1.000
-2.055,-5.656,-7.342,-3.877,-13.843,4.856,1.428,1.739,0.003,0.994,0.090,-1.495,-0.061,-0.854,100.000,153240.000,1.000
-3.945,-6.976,-9.318,-6.075,-15.625,3.615,0.453,0.741,0.002,0.994,0.090,-1.556,-0.183,-0.916,100.000,153241.000,1.000
-4.897,-7.251,-10.144,-7.561,-16.664,2.848,0.052,-0.312,0.004,0.995,0.093,-1.526,-0.275,-0.916,100.000,153242.000,1.000
-4.406,-6.071,-9.411,-8.014,-16.578,2.716,0.472,-1.049,0.002,0.994,0.090,-1.556,-0.183,-0.977,100.000,153243.000,1.000
-2.332,-3.464,-7.278,-7.333,-15.329,3.451,1.718,-1.267,0.002,0.996,0.092,-1.587,-0.183,-1.007,100.000,153244.000,1.000
1.188,0.259,-4.191,-5.517,-12.848,5.201,3.623,-0.768,0.001,0.995,0.093,-1.678,-0.397,-1.068,100.000,153245.000,1.000
5.527,4.361,-0.719,-2.873,-9.226,7.687,5.648,0.374,0.001,0.993,0.095,-1.678,-0.519,-1.068,100.000,153246.000,1.000
9.487,7.472,2.074,-0.133,-5.519,10.030,6.830,1.443,0.002,0.992,0.093,-1.617,-0.488,-0.977,100.000,153247.000,1.000
12.084,8.607,3.482,1.991,-2.694,11.240,6.567,1.659,0.001,0.990,0.092,-1.617,-0.427,-1.038,100.000,153248.000,1.000
12.768,7.593,3.135,3.027,-1.486,10.687,4.866,0.592,0.002,0.990,0.091,-1.648,-0.458,-1.038,100.000,153249.000,1.000
11.782,5.395,1.527,3.000,-1.677,8.625,2.429,-1.309,0.003,0.989,0.090,-1.648,-0.549,-1.038,100.000,153250.000,1.000
9.930,3.381,-0.141,2.397,-2.250,6.148,0.287,-2.966,0.003,0.990,0.091,-1.526,-0.366,-1.099,100.000,153251.000,1.000
8.108,2.270,-0.997,1.900,-2.516,4.594,-0.723,-3.424,0.004,0.991,0.089,-1.495,-0.427,-1.068,100.000,153252.000,1.000
7.289,2.247,-0.430,2.111,-1.909,4.855,-0.116,-2.196,0.005,0.992,0.095,-1.495,-0.549,-1.007,100.000,153253.000,1.000
7.864,2.742,1.259,3.042,-0.766,6.674,1.661,0.139,0.005,0.992,0.095,-1.434,-0.458,-0.977,100.000,153254.000,1.000
9.645,3.078,3.396,4.271,0.274,8.921,3.390,2.268,0.002,0.988,0.095,-1.404,-0.366,-0.824,100.000,153255.000,1.000
11.930,2.883,5.484,5.260,0.815,10.307,3.717,2.926,0.002,0.988,0.092,-1.282,-0.305,-0.854,100.000,153256.000,1.000
13.702,2.102,7.043,5.676,0.509,10.124,1.961,1.689,0.003,0.991,0.093,-1.099,-0.397,-0.824,100.000,153257.000,1.000
14.429,1.422,8.252,5.722,-0.115,8.708,-1.241,-0.520,0.004,0.988,0.094,-1.099,-0.458,-0.824,100.000,153258.000,1.000
14.003,1.439,9.257,5.731,-0.476,6.761,-4.727,-2.461,0.003,0.989,0.092,-1.007,-0.427,-0.763,100.000,153259.000,1.000
12.841,2.354,10.234,5.916,-0.002,4.866,-7.442,-3.291,0.004,0.988,0.095,-0.916,-0.397,-0.793,100.000,153260.000,1.000
11.665,3.920,11.461,6.377,1.717,3.545,-8.632,-2.698,0.003,0.988,0.094,-0.824,-0.427,-0.824,100.000,153261.000,1.000
10.916,5.355,12.653,7.103,4.115,3.137,-8.046,-0.929,0.002,0.986,0.095,-0.885,-0.366,-0.763,100.000,153262.000,1.000
10.552,5.908,13.311,7.939,6.304,3.439,-6.047,1.343,0.002,0.989,0.095,-0.732,-0.366,-0.854,100.000,153263.000,1.000
9.893,4.930,12.669,8.495,7.132,3.617,-3.764,3.014,0.001,0.991,0.094,-0.824,-0.458,-0.885,100.000,153264.000,1.000
8.633,2.715,10.811,8.697,6.466,3.170,-2.097,3.560,-0.001,0.991,0.092,-0.793,-0.458,-0.854,100.000,153265.000,1.000
7.336,0.512,9.002,9.003,5.444,2.479,-1.031,3.439,0.000,0.993,0.090,-0.793,-0.488,-1.007,100.000,153266.000,1.000
6.799,-0.585,8.385,9.910,4.963,2.324,-0.107,3.282,0.001,0.992,0.091,-0.763,-0.549,-1.007,100.000,153267.000,1.000
7.503,-0.141,9.557,11.518,5.473,3.266,0.986,3.280,-0.001,0.992,0.088,-0.763,-0.580,-0.977,100.000,153268.000,1.000
9.048,1.220,11.918,13.356,6.470,5.132,1.863,2.929,-0.001,0.996,0.089,-0.885,-0.519,-1.068,100.000,153269.000,1.000
10.782,2.848,14.603,14.954,7.579,7.309,1.984,1.941,0.000,0.995,0.089,-1.068,-0.458,-1.160,100.000,153270.000,1.000
12.330,4.722,17.232,16.115,8.961,9.163,1.208,0.727,0.000,0.994,0.091,-1.099,-0.519,-1.099,100.000,153271.000,1.000
13.551,6.953,19.414,16.762,10.320,10.236,-0.143,-0.088,0.000,0.996,0.090,-1.160,-0.610,-1.160,100.000,153272.000,1.000
14.559,9.512,20.946,16.868,11.298,10.412,-1.334,-0.091,0.001,0.996,0.090,-1.221,-0.671,-1.190,100.000,153273.000,1.000
15.183,11.636,21.342,16.295,11.258,9.733,-1.936,0.439,0.003,0.995,0.091,-1.221,-0.702,-1.068,100.000,153274.000,1.000
15.347,12.667,20.592,15.169,10.313,8.605,-1.776,1.095,0.002,0.991,0.089,-1.221,-0.610,-0.977,100.000,153275.000,1.000
15.235,12.632,19.388,13.977,9.525,7.648,-0.807,1.737,0.001,0.991,0.088,-1.282,-0.732,-1.099,100.000,153276.000,1.000
14.917,11.794,18.134,13.180,9.550,7.051,0.539,2.208,-0.001,0.991,0.092,-1.404,-0.732,-0.977,100.000,153277.000,1.000
14.508,10.771,17.186,13.072,10.647,6.530,1.636,2.460,-0.001,0.992,0.091,-1.404,-0.671,-0.946,100.000,153278.000,1.000
13.979,10.073,16.558,13.629,12.143,5.686,2.120,2.476,0.000,0.991,0.090,-1.465,-0.763,-0.946,100.000,153279.000,1.000
13.545,10.198,16.400,14.727,13.331,4.520,2.386,2.522,0.000,0.991,0.092,-1.526,-0.732,-0.977,100.000,153280.000,1.000
13.698,11.440,17.129,16.233,14.120,3.471,3.144,3.034,0.002,0.991,0.091,-1.587,-0.641,-0.763,100.000,153281.000,1.000
14.697,13.435,18.719,17.966,14.474,3.053,4.578,4.203,0.003,0.992,0.092,-1.495,-0.671,-0.702,100.000,153282.000,1.000
16.440,15.528,20.979,19.728,14.727,3.428,6.209,5.937,0.002,0.991,0.092,-1.617,-0.610,-0.671,100.000,153283.000,1.000
18.184,16.726,23.074,21.071,14.701,3.991,6.950,7.520,0.002,0.991,0.090,-1.587,-0.549,-0.549,100.000,153284.000,1.000
19.239,16.469,24.171,21.597,14.226,4.040,6.158,8.244,0.001,0.991,0.091,-1.587,-0.580,-0.549,100.000,153285.000,1.000
19.310,14.882,23.960,21.216,13.537,3.449,4.313,7.989,0.000,0.991,0.091,-1.526,-0.488,-0.458,100.000,153286.000,1.000
18.295,12.317,22.267,20.104,12.583,2.501,2.430,7.013,0.001,0.992,0.092,-1.495,-0.458,-0.427,100.000,153287.000,1.000
16.528,9.474,19.566,18.653,11.529,1.602,1.313,5.810,0.003,0.992,0.093,-1.526,-0.549,-0.397,100.000,153288.000,1.000
14.320,6.690,16.232,17.013,10.029,0.867,0.742,4.525,0.000,0.990,0.092,-1.648,-0.488,-0.397,100.000,153289.000,1.000
11.970,4.053,12.597,15.085,7.645,0.200,-0.047,3.036,0.001,0.991,0.090,-1.587,-0.427,-0.580,100.000,153290.000,1.000
9.775,1.732,9.243,12.864,4.517,-0.447,-1.394,1.298,0.002,0.990,0.090,-1.556,-0.427,-0.519,100.000,153291.000,1.000
7.942,-0.084,6.615,10.699,1.131,-0.939,-2.942,-0.571,0.004,0.990,0.093,-1.526,-0.397,-0.458,100.000,153292.000,1.000
6.857,-0.930,5.360,9.276,-1.286,-0.971,-3.882,-2.113,0.001,0.988,0.091,-1.343,-0.275,-0.519,100.000,153293.000,1.000
6.598,-0.729,5.512,9.027,-2.003,-0.544,-3.770,-2.983,0.002,0.990,0.091,-1.343,-0.305,-0.488,100.000,153294.000,1.000
6.980,0.242,6.570,9.942,-0.904,0.042,-2.659,-3.021,0.004,0.989,0.092,-1.343,-0.305,-0.549,100.000,153295.000,1.000
7.551,1.392,7.826,11.507,1.603,0.297,-1.134,-2.442,0.004,0.991,0.090,-1.282,-0.305,-0.580,100.000,153296.000,1.000
7.535,1.786,8.289,12.828,4.193,-0.297,-0.219,-1.864,0.004,0.990,0.094,-1.282,-0.153,-0.580,100.000,153297.000,1.000
6.561,1.122,7.688,13.208,5.888,-1.801,-0.507,-1.524,0.003,0.990,0.094,-1.160,-0.275,-0.580,100.000,153298.000,1.000
4.745,-0.256,6.174,12.444,6.118,-3.796,-1.856,-1.279,0.002,0.991,0.094,-1.160,-0.214,-0.641,100.000,153299.000,1.000
2.775,-1.366,4.388,10.992,5.257,-5.505,-3.392,-0.772,0.004,0.993,0.091,-1.099,-0.244,-0.610,100.000,153300.000,1.000
1.460,-1.241,3.242,9.613,4.380,-6.332,-4.208,0.121,0.003,0.992,0.092,-1.129,-0.153,-0.732,100.000,153301.000,1.000
1.128,0.128,3.061,8.874,4.004,-6.403,-4.132,1.021,0.004,0.992,0.092,-1.221,-0.031,-0.824,100.000,153302.000,1.000
1.775,2.047,3.990,9.116,4.561,-6.231,-3.393,1.686,0.003,0.991,0.094,-1.160,-0.061,-0.885,100.000,153303.000,1.000
2.913,3.232,5.553,10.220,5.967,-6.253,-2.327,2.117,0.001,0.991,0.092,-1.160,-0.122,-0.854,100.000,153304.000,1.000
4.037,2.928,7.087,11.667,8.013,-6.427,-1.045,2.561,0.000,0.991,0.094,-1.099,-0.122,-0.763,100.000,153305.000,1.000
4.952,1.694,8.246,12.797,10.540,-6.381,0.390,3.183,0.000,0.991,0.094,-1.068,-0.031,-0.854,100.000,153306.000,1.000
5.705,0.765,8.730,13.254,12.892,-5.786,1.661,3.824,0.000,0.991,0.096,-1.160,-0.092,-0.916,100.000,153307.000,1.000
6.625,1.203,8.820,13.361,14.780,-4.479,2.616,4.492,0.000,0.990,0.094,-1.160,-0.122,-1.038,100.000,153308.000,1.000
7.806,2.863,8.861,13.732,15.945,-2.712,3.326,5.219,0.000,0.990,0.095,-1.160,-0.183,-1.190,100.000,153309.000,1.000
9.358,5.099,9.417,14.868,16.597,-0.945,4.167,6.003,0.001,0.989,0.095,-1.160,-0.305,-1.099,100.000,153310.000,1.000
11.337,7.375,11.046,16.738,17.325,0.286,5.378,6.654,0.001,0.989,0.093,-1.099,-0.336,-1.038,100.000,153311.000,1.000
13.335,9.050,13.324,18.699,18.017,0.436,6.535,6.742,0.002,0.991,0.091,-1.099,-0.244,-1.038,100.000,153312.000,1.000
14.784,9.768,15.382,19.989,18.417,-0.663,7.018,6.061,0.002,0.990,0.092,-1.099,-0.244,-1.068,100.000,153313.000,1.000
14.864,9.139,15.901,19.918,17.828,-2.827,6.269,4.441,0.000,0.991,0.092,-0.946,-0.214,-0.977,100.000,153314.000,1.000
13.050,7.101,14.071,18.224,15.849,-5.516,4.177,1.977,0.001,0.992,0.092,-0.946,-0.275,-0.977,100.000,153315.000,1.000
9.581,4.184,10.345,15.250,12.923,-7.989,1.230,-0.804,0.000,0.993,0.093,-0.854,-0.275,-1.038,100.000,153316.000,1.000
5.425,1.288,5.884,11.830,9.748,-9.572,-1.656,-3.145,0.000,0.993,0.093,-0.946,-0.336,-0.977,100.000,153317.000,1.000
2.148,-0.201,2.450,9.149,7.653,-9.690,-3.202,-4.074,-0.001,0.993,0.092,-1.007,-0.336,-0.885,100.000,153318.000,1.000
0.722,0.449,1.039,8.124,7.387,-8.281,-2.664,-3.091,-0.001,0.994,0.093,-1.007,-0.336,-0.793,100.000,153319.000,1.000
1.086,2.883,1.591,9.030,8.856,-5.887,-0.312,-0.429,0.000,0.993,0.091,-1.099,-0.336,-0.885,100.000,153320.000,1.000
2.219,5.788,3.263,11.218,11.317,-3.515,2.647,2.914,-0.001,0.992,0.091,-1.190,-0.427,-0.702,100.000,153321.000,1.000
2.512,7.255,4.461,13.187,13.264,-2.314,4.630,5.467,-0.001,0.991,0.092,-1.251,-0.427,-0.610,100.000,153322.000,1.000
1.099,6.356,4.282,13.610,13.881,-2.725,4.942,6.456,0.000,0.991,0.093,-1.251,-0.580,-0.580,100.000,153323.000,1.000
-1.583,3.847,2.803,12.236,12.988,-4.166,4.070,6.105,0.001,0.992,0.092,-1.312,-0.488,-0.610,100.000,153324.000,1.000
-4.023,1.878,1.112,9.982,11.177,-5.482,3.183,5.317,0.000,0.990,0.093,-1.343,-0.580,-0.488,100.000,153325.000,1.000
-4.991,2.013,0.410,7.926,9.421,-5.964,3.009,4.726,0.000,0.991,0.093,-1.343,-0.519,-0.427,100.000,153326.000,1.000
-4.671,3.519,0.631,6.452,7.996,-5.857,3.134,4.016,0.002,0.989,0.091,-1.343,-0.458,-0.519,100.000,153327.000,1.000
-4.034,4.618,1.198,5.478,7.089,-5.843,2.623,2.511,0.004,0.990,0.094,-1.343,-0.366,-0.549,100.000,153328.000,1.000
-4.162,3.855,1.303,4.639,6.323,-6.590,0.611,-0.346,0.004,0.989,0.093,-1.373,-0.427,-0.519,100.000,153329.000,1.000
-5.367,0.976,0.568,3.592,5.304,-8.237,-2.936,-4.284,0.003,0.989,0.090,-1.282,-0.397,-0.519,100.000,153330.000,1.000
-6.976,-3.097,-0.632,2.429,4.222,-10.277,-7.049,-8.163,0.005,0.989,0.091,-1.251,-0.366,-0.610,100.000,153331.000,1.000
-7.864,-6.767,-1.751,1.770,3.360,-11.851,-10.337,-10.801,0.006,0.990,0.093,-1.251,-0.275,-0.610,100.000,153332.000,1.000
-6.999,-8.219,-1.983,2.211,3.422,-12.071,-11.525,-11.508,0.007,0.991,0.092,-1.190,-0.122,-0.702,100.000,153333.000,1.000
-4.539,-7.031,-1.351,3.420,4.396,-10.702,-10.399,-10.636,0.006,0.990,0.091,-1.038,0.000,-0.702,100.000,153334.000,1.000
-1.639,-4.220,-0.566,4.458,5.681,-8.268,-7.757,-9.099,0.007,0.990,0.093,-1.068,-0.031,-0.702,100.000,153335.000,1.000
0.384,-1.407,-0.284,4.507,6.659,-5.722,-4.766,-7.722,0.006,0.989,0.091,-1.068,0.061,-0.732,100.000,153336.000,1.000
0.645,-0.133,-1.041,3.162,6.471,-4.032,-2.528,-7.126,0.005,0.988,0.090,-1.129,0.092,-0.793,100.000,153337.000,1.000
-0.614,-0.658,-2.454,0.785,5.058,-3.689,-1.563,-7.438,0.004,0.990,0.088,-0.946,0.122,-0.763,100.000,153338.000,1.000
-2.502,-2.275,-3.833,-1.592,2.844,-4.685,-1.857,-8.437,0.005,0.990,0.092,-0.916,0.214,-0.732,100.000,153339.000,1.000
-3.939,-3.883,-4.439,-2.708,0.870,-6.438,-2.701,-9.396,0.001,0.989,0.093,-0.824,0.366,-0.671,100.000,153340.000,1.000
-4.244,-4.592,-3.714,-1.853,0.425,-8.089,-3.038,-9.340,0.000,0.990,0.095,-0.854,0.214,-0.641,100.000,153341.000,1.000
